0,tench,0.9988574,-1,-1,0
,,,,,
0,goldfish,1,-1,-1,0
,,,,,
0,great_white_shark,0.9903441,-1,-1,0
,,,,,
0,tiger_shark,0.9360441,-1,-1,0
,,,,,
0,hammerhead,0.9995646,-1,-1,0
,,,,,
0,electric_ray,0.9998097,-1,-1,0
,,,,,
0,stingray,0.99921143,-1,-1,0
,,,,,
0,cock,0.629201,-1,-1,0
,,,,,
0,hen,0.99869776,-1,-1,0
,,,,,
0,ostrich,0.99906033,-1,-1,0
,,,,,
-1,-1,0,-1,-1,0
,,,,,
-1,-1,0,-1,-1,0
,,,,,
-1,-1,0,-1,-1,0
,,,,,
0,junco,0.40254274,-1,-1,0
,,,,,
-1,-1,0,-1,-1,0
,,,,,
0,robin,0.45972604,-1,-1,0
,,,,,
-1,-1,0,-1,-1,0
,,,,,
-1,-1,0,-1,-1,0
,,,,,
2,magpie,0.0821495,-1,-1,0
,,,,,
-1,-1,0,-1,-1,0
,,,,,
4,water_ouzel,0.036351077,-1,-1,0
,,,,,
0,kite,0.99866164,-1,-1,0
,,,,,
2,bald_eagle,0.05933998,-1,-1,0
,,,,,
0,vulture,0.837136,-1,-1,0
,,,,,
4,great_grey_owl,0.034373675,-1,-1,0
,,,,,
4,European_fire_salamander,0.028165441,-1,-1,0
,,,,,
0,common_newt,0.6754847,-1,-1,0
,,,,,
0,eft,0.9951035,-1,-1,0
,,,,,
0,spotted_salamander,0.08904714,-1,-1,0
,,,,,
0,axolotl,1,-1,-1,0
,,,,,
0,bullfrog,0.13447931,-1,-1,0
,,,,,
0,tree_frog,0.082209274,-1,-1,0
,,,,,
1,tailed_frog,0.082799725,-1,-1,0
,,,,,
0,loggerhead,0.97694105,-1,-1,0
,,,,,
0,leatherback_turtle,0.3725756,-1,-1,0
,,,,,
0,mud_turtle,0.16232799,-1,-1,0
,,,,,
0,terrapin,0.17655908,-1,-1,0
,,,,,
0,box_turtle,0.23482378,-1,-1,0
,,,,,
0,banded_gecko,0.9999188,-1,-1,0
,,,,,
0,common_iguana,0.93520755,-1,-1,0
,,,,,
0,American_chameleon,0.30553755,-1,-1,0
,,,,,
0,whiptail,0.66769445,-1,-1,0
,,,,,
0,agama,0.41025102,-1,-1,0
,,,,,
0,frilled_lizard,0.22446634,-1,-1,0
,,,,,
0,alligator_lizard,0.27377343,-1,-1,0
,,,,,
0,Gila_monster,0.09959388,-1,-1,0
,,,,,
0,green_lizard,0.331094,-1,-1,0
,,,,,
0,African_chameleon,0.9964805,-1,-1,0
,,,,,
0,Komodo_dragon,0.94997513,-1,-1,0
,,,,,
0,African_crocodile,0.8787043,-1,-1,0
,,,,,
0,American_alligator,0.9369269,-1,-1,0
,,,,,
0,triceratops,1,-1,-1,0
,,,,,
0,thunder_snake,0.9998153,-1,-1,0
,,,,,
0,ringneck_snake,0.7088824,-1,-1,0
,,,,,
0,hognose_snake,0.6454325,-1,-1,0
,,,,,
1,green_snake,0.22511195,-1,-1,0
,,,,,
0,king_snake,0.885283,-1,-1,0
,,,,,
0,garter_snake,0.9055074,-1,-1,0
,,,,,
0,water_snake,0.98109734,-1,-1,0
,,,,,
3,vine_snake,0.0556529,-1,-1,0
,,,,,
0,night_snake,0.61104643,-1,-1,0
,,,,,
0,boa_constrictor,0.9998932,-1,-1,0
,,,,,
0,rock_python,0.74337775,-1,-1,0
,,,,,
0,Indian_cobra,0.9999975,-1,-1,0
,,,,,
0,green_mamba,0.32821983,-1,-1,0
,,,,,
0,sea_snake,0.99392724,-1,-1,0
,,,,,
0,horned_viper,0.5661808,-1,-1,0
,,,,,
0,diamondback,0.638321,-1,-1,0
,,,,,
0,sidewinder,0.5592212,-1,-1,0
,,,,,
0,trilobite,0.99187124,-1,-1,0
,,,,,
0,harvestman,0.9865616,-1,-1,0
,,,,,
0,scorpion,0.9388988,-1,-1,0
,,,,,
0,black_and_gold_garden_spider,0.439114,-1,-1,0
,,,,,
0,barn_spider,0.42006046,-1,-1,0
,,,,,
0,garden_spider,0.6229253,-1,-1,0
,,,,,
0,black_widow,0.9643645,-1,-1,0
,,,,,
1,tarantula,0.14523986,-1,-1,0
,,,,,
0,wolf_spider,0.49182433,-1,-1,0
,,,,,
0,tick,0.9999478,-1,-1,0
,,,,,
0,centipede,0.19058575,-1,-1,0
,,,,,
3,black_grouse,0.04827836,-1,-1,0
,,,,,
0,ptarmigan,0.99893886,-1,-1,0
,,,,,
1,ruffed_grouse,0.16008563,-1,-1,0
,,,,,
1,prairie_chicken,0.035015132,-1,-1,0
,,,,,
1,peacock,0.24328193,-1,-1,0
,,,,,
0,quail,0.1702254,-1,-1,0
,,,,,
0,partridge,0.86971587,-1,-1,0
,,,,,
0,African_grey,0.99815506,-1,-1,0
,,,,,
0,macaw,0.9674463,-1,-1,0
,,,,,
0,sulphur-crested_cockatoo,1,-1,-1,0
,,,,,
0,lorikeet,0.99143946,-1,-1,0
,,,,,
0,coucal,0.9998061,-1,-1,0
,,,,,
2,bee_eater,0.05507719,-1,-1,0
,,,,,
1,hornbill,0.32521442,-1,-1,0
,,,,,
0,hummingbird,1,-1,-1,0
,,,,,
0,jacamar,0.41026324,-1,-1,0
,,,,,
0,toucan,0.42816937,-1,-1,0
,,,,,
0,drake,0.95916647,-1,-1,0
,,,,,
1,red-breasted_merganser,0.17445782,-1,-1,0
,,,,,
0,goose,0.9996007,-1,-1,0
,,,,,
77,,0.573539102,,,
